Episode,Steps,Total Reward,Epsilon,TD Error
259,10,-0.78,0.457868916074659,0.006217213952913881
260,2,-0.72,0.45649530932643506,0.004013479105196893
261,1,-0.75,0.45512582339845575,0.020193850621581078
262,20,-1.5299999999999998,0.45376044592826037,0.025178787484765052
263,11,-0.6000000000000001,0.4523991645904756,0.010017005980692127
264,1,-0.75,0.45104196709670413,0.017081310972571373
265,17,4.88,0.449688841195414,0.011328406823689447
266,36,-4.500000000000003,0.4483397746718278,0.008373627691374471
267,19,4.49,0.4469947553478123,0.011716599447505647
268,1,-0.75,0.44565377108176885,0.0120341582223773
269,14,-1.41,0.44431680976852356,0.0065034688949318865
270,23,-2.4900000000000007,0.44298385933921797,0.008292253713791622
271,12,5.03,0.4416549077612003,0.030241383084406454
272,19,4.64,0.4403299430379167,0.015194680688804701
273,10,-0.78,0.43900895320880295,0.024167961720377207
274,13,5.06,0.43769192634917653,0.020955410409862034
275,12,-0.8700000000000001,0.436378850570129,0.012624205177417025
276,2,-0.87,0.4350697140184186,0.021673422772437334
277,15,4.97,0.43376450487636337,0.007656349047708014
278,13,-0.8400000000000001,0.43246321136173427,0.015071910232878648
279,9,5.24,0.43116582172764906,0.002741512855411404
280,8,-1.1400000000000001,0.42987232426246613,0.009148612916760612
281,13,-1.29,0.42858270728967873,0.035519647770203076
282,17,4.73,0.4272969591678097,0.02269467558054363
283,1,-0.75,0.4260150682903063,0.0052063302136957645
284,24,-2.1900000000000004,0.4247370230854354,0.011179617494538737
285,9,-0.96,0.4234628120161791,0.017451376447247133
286,1,-0.75,0.42219242358013054,0.004414245951920748
287,4,-0.66,0.4209258463093902,0.002702804427826777
288,15,4.82,0.419663068770462,0.01055308460102727
289,1,-0.75,0.4184040795641506,0.032905664294958115
290,18,-1.8900000000000001,0.41714886732545814,0.007999097811989486
291,11,5.0,0.41589742072348174,0.043090281330726364
292,4,-0.66,0.4146497284613113,0.02500115125440061
293,16,-1.2,0.41340577927592737,0.017916747485287488
294,12,-1.3199999999999998,0.41216556193809956,0.011369612048535297
295,8,-0.8400000000000001,0.41092906525228523,0.007432315789628774
296,6,-0.6,0.40969627805652836,0.012596952903550118
297,1,-0.75,0.40846718922235875,0.007164302282035351
298,2,-0.72,0.40724178765469166,0.009536350728012621
299,12,-0.87,0.4060200622917276,0.0070000689835675685
300,19,-1.26,0.4048020021048524,0.006118252432267917
301,22,-1.77,0.40358759609853784,0.03317947912199253
302,19,4.34,0.4023768333102422,0.01422053739722622
303,8,-0.8400000000000001,0.4011697028103115,0.00845767420832999
304,15,-1.38,0.3999661937018806,0.0031018625168750683
305,27,-2.670000000000001,0.39876629512077494,0.0069195320053646965
306,9,-0.81,0.3975699962354126,0.006336712304295765
307,8,-0.6900000000000001,0.3963772862467064,0.005551555019337684
308,18,-1.1400000000000001,0.39518815438796623,0.004583516711136326
309,5,-0.93,0.3940025899248023,0.004305638582445681
310,2,-0.72,0.3928205821550279,0.004007057170383632
311,22,-2.2200000000000006,0.39164212040856283,0.03273592161184007
312,17,-1.4700000000000002,0.39046719404733715,0.008450377705123495
313,16,-1.35,0.38929579246519513,0.009462684407480992
314,8,-0.6900000000000001,0.38812790508779954,0.0034721662377705798
315,12,-0.7200000000000001,0.38696352137253615,0.008213084006759649
316,1,-0.75,0.38580263080841853,0.0005526921013370156
317,7,-0.87,0.3846452229159933,0.006423786972715918
318,2,-0.72,0.3834912872472453,0.00558711972553283
319,5,-0.78,0.3823408133855036,0.0036453251726925374
320,1,-0.75,0.38119379094534706,0.012593770399689674
321,23,-2.3400000000000007,0.380050209572511,0.02290702562617219
322,7,-0.72,0.3789100589437935,0.009642933561865772
323,14,-0.81,0.3777733287669621,0.00790134518008147
324,5,-0.78,0.37664000878066123,0.012791272904723882
325,42,-2.820000000000001,0.37551008875431924,0.005014063496630462
326,30,-2.3100000000000005,0.37438355848805627,0.005359712122784307
327,9,-0.9600000000000001,0.3732604078125921,0.0042121234841437805
328,14,-0.9600000000000001,0.37214062658915437,0.0041368416610306925
329,13,-0.99,0.3710242047093869,0.006352897191670938
330,12,-0.72,0.3699111320952587,0.012824665541605404
331,6,-0.75,0.36880139869897294,0.0200862605124712
332,1,-0.75,0.367694994502876,0.011888472363352776
333,11,-1.05,0.3665919095193674,0.012255377813496372
334,4,-0.66,0.36549213379080925,0.008590767974965274
335,39,-2.460000000000001,0.3643956573894368,0.005197559602749653
336,14,-1.11,0.3633024704172685,0.0034201351476700176
337,7,-1.02,0.3622125630060167,0.004215904353519103
338,6,-0.75,0.3611259253169986,0.00408575042092707
339,15,-1.08,0.3600425475410476,0.003221358653778831
340,1,-0.75,0.3589624198984244,0.0012400289997458458
341,16,-0.9,0.35788553263872913,0.010534756889683194
342,23,-2.04,0.35681187604081294,0.006763209583764167
343,10,-1.23,0.3557414404126905,0.0056647578021511436
344,10,-0.78,0.35467421609145244,0.004829915415029973
345,10,-0.63,0.35361019344317807,0.00399045420344919
346,11,-1.05,0.35254936286284855,0.002411102484488352
347,9,-0.66,0.35149171477426,0.0054317333787265755
348,13,-0.99,0.3504372396299372,0.00297593431493554
349,11,-1.05,0.3493859279110474,0.0020027710442346606
350,23,-1.44,0.34833777012731426,0.0014096051378621032
351,18,-1.1400000000000001,0.34729275681693234,0.0060310693742293454
352,4,-0.66,0.3462508785464815,0.003710830816999078
353,8,-0.6900000000000001,0.34521212591084205,0.0036499594862107188
354,16,4.85,0.34417648953310953,0.003894419216521783
355,3,-0.99,0.3431439600645102,0.0031288956718829772
356,10,5.12,0.34211452818431665,0.002789142238907516
357,15,-0.78,0.3410881845997637,0.0023770727411222955
358,17,4.88,0.3400649200459644,0.0027607487846741125
359,9,5.24,0.3390447252858265,0.0011096552221311463
360,13,-0.9900000000000001,0.33802759110996905,0.001216493582782837
361,7,-0.72,0.3370135083366391,0.006851656828075647
362,15,-0.93,0.3360024678116292,0.004790525278076529
363,5,-0.78,0.3349944604081943,0.00459330203011632
364,15,-1.08,0.33398947702696974,0.0024354867326716583
365,1,-0.75,0.3329875085958888,0.0018438966944813728
366,14,4.79,0.33198854607010114,0.002600604009265745
367,17,-1.17,0.33099258043189084,0.0014660689116948668
368,11,-0.9,0.32999960269059514,0.002568112686276436
369,5,-0.78,0.32900960388252337,0.0019083898805547506
370,13,-0.99,0.3280225750708758,0.0010197265655733645
371,13,4.91,0.32703850734566314,0.005467301753994364
372,4,-0.66,0.32605739182362614,0.005242390441708267
373,4,-0.66,0.3250792196481553,0.004288451833417639
374,4,-0.81,0.3241039819892108,0.003668752178782597
375,11,-1.35,0.32313167004324317,0.002424674008083953
376,2,-0.72,0.32216227503311345,0.0019684850121848285
377,10,5.12,0.3211957882080141,0.0022651448904071002
378,13,5.06,0.32023220084339005,0.0019774408798324517
379,11,5.15,0.31927150424085987,0.0014611464734612541
380,10,5.12,0.3183136897281373,0.0013683173223398627
381,7,-0.72,0.31735874865895286,0.005166510851787669
382,4,-0.66,0.316406672412976,0.004553635895717889
383,9,5.24,0.3154574523957371,0.002677629650053051
384,7,-0.72,0.3145110800385499,0.0028779240092262626
385,9,-0.51,0.31356754679843424,0.002053698214391867
386,14,4.94,0.31262684415803893,0.0016290838580711611
387,14,4.94,0.3116889636255648,0.0014890007317132717
388,4,-0.66,0.3107538967346881,0.0015692271481384523
389,10,-0.63,0.30982163504448407,0.0015175814914982766
390,14,4.94,0.3088921701393506,0.0013037510798312724
391,12,5.03,0.30796549362893255,0.0028649121522903442
392,10,5.12,0.30704159714804574,0.0017824157141149044
393,12,5.03,0.3061204723566016,0.0016677295934641734
394,7,-0.72,0.3052021109395318,0.0012308982217551342
395,14,4.9399999999999995,0.3042865046067132,0.004424932302624386
396,13,5.06,0.30337364509289305,0.0015586948653575606
397,8,-0.6900000000000001,0.30246352415761435,0.0010923659538093489
398,9,5.24,0.3015561335851415,0.0006811012038573002
399,9,5.24,0.30065146518438607,0.0008101950418980172
400,5,-0.63,0.2997495107888329,0.0018743996479315683
401,14,4.94,0.2988502622564664,0.0020845517948535936
402,4,-0.66,0.29795371146969696,0.0008249698439612985
403,14,4.94,0.29705985033528787,0.0016318794722402735
404,2,-0.72,0.296168670784282,0.000453373184427619
405,1,-0.75,0.29528016477192914,0.0002644453488755971
406,2,-0.72,0.29439432427761336,0.003174466619384475
407,15,4.97,0.2935111413047805,0.0007788351290704061
408,4,-0.66,0.29263060788086614,0.0003163922665407881
409,4,-0.66,0.2917527160572235,0.0003976774023612961
410,11,5.15,0.29087745790905184,0.0005878497256410562
411,11,5.15,0.2900048255353247,0.0014366294860585847
412,14,4.94,0.28913481105871874,0.0011861563460635288
413,14,4.94,0.28826740662554257,0.0004300987337566247
414,3,-0.84,0.28740260440566595,0.000465094509612148
415,11,5.15,0.28654039659244895,0.0005109259072924033
416,4,-0.66,0.2856807754026716,0.00031088835294212913
417,9,5.24,0.2848237330764636,0.000832672136311885
418,3,-0.69,0.2839692618772342,0.00033290480738893774
419,9,5.24,0.2831173540916025,0.0008172641230177962
420,9,-0.81,0.28226800202932767,0.0003121356340771955
421,11,5.15,0.28142119802323967,0.00140191241834228
422,12,5.03,0.28057693442917,0.0022654486189518743
423,10,-0.93,0.27973520362588244,0.001041106999036856
424,15,4.82,0.2788959980150048,0.0007576430080613743
425,13,5.06,0.2780593100209598,0.0006061543412775231
426,10,-0.78,0.2772251320908969,0.00022025235011824407
427,12,5.03,0.2763934566946242,0.0003893208431691164
428,5,-0.63,0.2755642763245403,0.00034408073115628214
429,11,5.0,0.27473758349556665,0.0003661151630777485
430,11,5.15,0.27391337074507993,0.0004401613960825753
431,9,5.24,0.2730916306328447,0.0014061163270121647
432,10,5.12,0.27227235574094616,0.0005547537570237182
433,10,5.12,0.2714555386737233,0.0015160726841713767
434,9,5.24,0.2706411720577021,0.0004677134080945204
435,15,4.97,0.269829248541529,0.0004208587090640018
436,5,-0.63,0.2690197607959044,0.00020836974144913256
437,8,-0.6900000000000001,0.26821270151351667,0.000493763654048962
438,12,-0.8700000000000001,0.2674080634089761,0.00020165095126382462
439,1,-0.75,0.2666058392187492,0.0003580553166102618
440,13,4.91,0.26580602170109296,0.0002489503279391031
441,11,5.15,0.26500860363598966,0.0010394300863316114
442,14,-0.81,0.2642135778250817,0.0006274510446278977
443,5,-0.63,0.26342093709160647,0.0012247752281837165
444,10,5.12,0.26263067428033166,0.00043674354019458407
445,11,5.15,0.26184278225749064,0.0005779046084419613
446,13,5.06,0.26105725391071816,0.0003778265034690356
447,16,4.85,0.260274082148986,0.0002747906073636841
448,11,5.15,0.2594932599025391,0.0004715623723644636
449,9,5.24,0.25871478012283144,0.00042977438190266385
450,1,-0.75,0.25793863578246295,2.1519463189179078e-05
451,4,-0.66,0.2571648198751156,0.0004596984072122723
452,13,5.06,0.25639332541549026,0.0003345882757387769
453,11,5.15,0.2556241454392438,0.00021696628623017617
454,11,5.15,0.25485727300292604,0.0005425700784888414
455,4,-0.66,0.25409270118391725,0.0003337820671731606
456,14,4.94,0.2533304230803655,0.00030672825271592174
457,9,5.24,0.25257043181112443,0.0003764317756981149
458,8,-0.6900000000000001,0.25181272051569104,0.00026641198519428144
459,1,-0.75,0.251057282354144,0.0004630369658116251
460,9,5.24,0.25030411050708157,0.00013819073703618615
461,12,-0.87,0.24955319817556032,0.0004996184785947358
462,1,-0.75,0.24880453858103363,3.67486136383377e-05
463,12,5.03,0.24805812496529053,0.00029354143104380154
464,22,4.58,0.24731395059039465,0.00016908928542265627
465,9,-0.51,0.24657200873862348,0.00033184488832678954
466,10,5.12,0.2458322927124076,0.00017810291519708698
467,9,5.24,0.24509479583427038,0.0001780669887618084
468,12,5.03,0.24435951144676757,0.00023052437230338305
469,13,5.06,0.24362643291242728,0.00012079309201978434
470,4,-0.81,0.24289555361369,0.00014565464243787574
471,6,-0.6,0.24216686695284892,0.0002449435002442139
472,2,-0.87,0.24144036635199037,0.0001550547531223856
473,8,-0.6900000000000001,0.24071604525293439,0.00022783198073739186
474,9,-0.66,0.2399938971171756,0.0001978322062415019
475,4,-0.66,0.23927391542582405,0.0002671173533599358
476,7,-0.72,0.23855609367954658,0.00024476902087501785
477,12,5.03,0.23784042539850794,0.0001776511614176949
478,9,5.24,0.2371269041223124,9.11302166868053e-05
479,11,5.15,0.23641552340994548,0.00022143210166673683
480,6,-0.75,0.23570627683971565,0.00010667937325100259
481,4,-0.66,0.2349991580091965,0.00011883567276527174
482,12,5.03,0.2342941605351689,0.00013760124723679232
483,1,-0.75,0.23359127805356342,0.00014841636584606022
484,4,-0.66,0.23289050421940272,0.0001459656432416523
485,7,-0.5700000000000001,0.2321918327067445,0.0001584640098631748
486,9,-0.51,0.23149525720862427,0.00011089627433749329
487,9,5.24,0.2308007714369984,0.00027039056476496626
488,10,-1.08,0.2301083691226874,7.58077943828539e-05
489,10,5.12,0.22941804401531934,9.784486928765546e-05
490,9,-0.96,0.2287297898832734,0.00010899058462301682
491,12,5.03,0.22804360051362357,0.00012510573818265888
492,13,-0.99,0.2273594697120827,0.00018321226406652175
493,15,4.82,0.22667739130294645,0.00033756015824716693
494,13,-0.6900000000000001,0.22599735912903762,0.00014821332458198484
495,12,5.03,0.2253193670516505,0.00015206062410773788
496,11,5.15,0.22464340895049556,8.393994829186175e-05
